source_row_id,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,user_id,device_id,region,transaction_velocity,historical_average_amount,amount_deviation,high_transaction_velocity_triggered,unusual_device_triggered,unusual_region_triggered,high_transaction_amount_triggered,high_amount_deviation_triggered,high_transaction_velocity_explanation,unusual_device_explanation,unusual_region_explanation,high_transaction_amount_explanation,high_amount_deviation_explanation,ml_fraud_probability,ml_signal_available,behavioral_rule_points,ml_risk_points,risk_score,risk_level,triggered_rules,risk_explanation
436,313.0,-1.03835622793209,0.756121842358947,0.719941776227009,0.988401807344711,-0.237289725013142,-0.378861992097998,0.413667984251441,0.436786746084869,-0.4481784910122,-0.346581607896143,-0.786498012686011,-0.999026788986425,-1.96801526773852,1.04990167216501,1.48907579333964,-0.372646823742577,0.350349837603427,-0.035845283908085,0.110459559053236,-0.344187258233429,0.18954965330953,0.477872318875632,0.298491950666821,0.0293679056113061,-0.300419940401496,-0.294100311014774,-0.0099046386429514,0.0388605588292677,68.0,0,demo_user_264,demo_device_064,West,3,56.53631454111539,1.20276676242396,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0.00011734411,True,0,0.007040647,0.01,LOW,None,Risk score 0.01: 0 behavioral-rule points and 0.01 ML points. Triggered rules: None.
459,336.0,-0.895224141637294,0.562106128928029,2.8175240813651,-0.71873354351021,0.223222217290916,0.796156341863302,0.464886793523534,-0.0020811225703172,0.387537064362305,-0.19504053118377,1.02495793548466,1.00406470720478,0.576224211827653,-0.996669480512847,-0.787779779538788,0.0833984149551379,-0.717025888946129,-0.176712352667885,-0.438621584191557,0.215543351468496,-0.117008761359519,0.221249113143079,-0.380422053773702,-0.245721019443417,0.202957532139267,0.320802236668538,-0.174340162448046,-0.331953696389083,7.72,0,demo_user_488,demo_device_088,East,1,137.7693684013489,0.056035678246779366,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,2.5322626e-05,True,0,0.0015193576,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
511,377.0,1.16691882274459,0.0270490880031698,0.513875182118976,0.86096534891176,-0.519451576892328,-0.681147436586617,0.0749919437152553,-0.187776069863001,0.345398694814444,-0.231651941454573,-0.532770498904037,0.878559115130212,0.725637447581961,-0.212346884396997,-0.289540088844948,-0.313801998251875,-0.0100033991662239,-0.799799592108778,0.202364374998939,-0.0021301969693874,-0.202749749606336,-0.441390609709029,-0.025782469048803,0.452607132607421,0.467222718328302,0.262577155154711,-0.0238344353811277,0.020520858981709,40.83,0,demo_user_368,demo_device_073,Central,2,59.59386592460565,0.685137628957576,False,True,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,4.9747214e-05,True,35,0.0029848327,35.0,MEDIUM,Unusual Device; Unusual Region,Risk score 35.00: 35 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device; Unusual Region.
517,383.0,-0.90790897460877,1.62222322404833,0.0363813619124195,0.526253581724911,0.343559944637381,-0.814125699345664,1.28635297568485,-0.513283984576902,0.650091220085366,2.37453340136567,1.27695541214439,-0.156640261398235,-1.34623856989971,0.0858397911710595,0.256081498512871,-0.596371655009943,-0.624688057800786,0.376031456230774,0.584009906789579,0.593289305423901,-0.118734907281633,0.640328805130486,0.0223386114725843,0.297445257624226,-0.650607852279329,-0.530175348330921,-0.0422957605017809,-0.490801708759845,17.99,0,demo_user_381,demo_device_193,North,3,7.096874616719211,2.5349186749922503,False,True,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,8.201578e-05,True,20,0.004920947,20.0,LOW,Unusual Device,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device.
595,446.0,1.06331713559004,-0.795950552345143,1.26875871897622,0.646969512881566,-1.4208862314789,0.43847616459851,-1.10465282666223,0.370816661875466,-0.492432436841059,0.848072167267355,1.0158047193262,0.33188496434189,-0.849556126327607,0.0839973475289108,0.0818609614303332,-1.30121572768547,0.0098841535581974,1.50568852182752,-1.31917311471195,-0.520121074183677,-0.272118838506566,-0.35698556684829,0.093598868902639,0.157000596644004,0.082894974927425,-0.399380832565738,0.0874018970972342,0.0394214013374236,64.0,0,demo_user_359,demo_device_159,West,1,17.0079154766171,3.7629537898391354,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,0.00011482175,True,20,0.006889305,20.01,LOW,High Amount Deviation,Risk score 20.01: 20 behavioral-rule points and 0.01 ML points. Triggered rules: High Amount Deviation.
746,559.0,-0.988419770205218,1.04400956024473,1.41077410133836,0.142818951064331,-0.477671966137553,-0.477862871922047,0.168853048056731,0.590440683282572,-0.405238430143923,-0.514288872925457,0.791825073199529,0.712210754453026,-0.83741929536407,0.468441813390614,-1.10495277232091,-0.131899229734475,0.0879021063610824,0.0158702777698253,0.598720002019381,-0.0353117975865365,-0.0807825123678317,-0.192733673533574,-0.0732535438172741,0.555201104808232,-0.0706785181509164,0.212872403286038,0.186031066475773,0.0929959911740134,9.23,0,demo_user_394,demo_device_194,West,1,24.463280151689336,0.37730017981103053,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,4.958147e-07,True,0,2.974888e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
772,581.0,1.15345453322987,-0.414609366098938,-0.356475585124658,0.330125385209091,-0.221110032449083,-0.545366478429344,0.296183533097347,-0.339412268522691,-1.35571602372374,0.723105359656906,-1.13677559090994,0.121000677208272,1.15875259281373,0.228422344256889,0.581521076652162,-1.33867400233337,-0.419359938968317,0.878138130738541,-0.58993848983063,-0.196084661664483,-0.675877691488362,-1.77619279968001,-0.0454919147665051,-0.529825675671245,0.442843058458441,-0.656074880463393,0.0029816366872212,0.0438791132459578,145.56,0,demo_user_257,demo_device_057,South,1,98.96467542868585,1.4708278420504783,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,1.7458715e-05,True,0,0.0010475229,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
797,605.0,0.888447712914739,-0.629868071746263,1.34422045703668,0.715794866552455,-1.44911497287849,-0.188217672749961,-0.76677052354933,0.206371836218656,0.540483523261486,0.0265299860383261,1.36609402175665,0.614721655713016,-0.404278922670434,0.134691333056163,0.961736386764781,1.02638489197937,-0.834198726418533,0.949283432018024,-0.442986263200782,0.155565811105816,0.359281716399722,0.736915105437378,-0.127126236102692,0.573479232058033,0.0859660427444229,0.429653561914443,-0.0098149305419589,0.0453542532233599,134.7,0,demo_user_065,demo_device_065,Central,1,14.494960049970173,9.292885219112913,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,1.2840603e-06,True,20,7.7043616e-05,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
875,663.0,-0.115946207818814,0.757044192583538,1.73374582991429,0.270059390976035,-0.517368911345004,-0.605832982612297,0.351480393431206,-0.135416407592921,-0.513306616534607,-0.244928779452359,-0.132756428182127,0.176756314443275,0.8701325394846,0.0198956671703659,1.87417110624539,-0.368379368856101,0.217917196834573,-0.116078011395902,1.81018616135796,0.281711558435932,-0.0031592178011592,0.0583676255935778,0.0066389625105072,0.469377791569671,-0.70594065225757,1.08721463276728,0.088764009007401,0.138780012474361,19.54,0,demo_user_420,demo_device_020,Central,1,35.31716345905516,0.5532720662194074,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,4.6249756e-05,True,0,0.0027749853,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
920,694.0,1.33087573065664,-0.241449686424563,-0.139077971666209,-0.562308918483071,0.0088558430842117,0.272338599931329,-0.392701267936525,0.143239891400369,0.398763377573697,-0.0202757680502042,-0.238279314894703,-0.172800278485123,-0.617786245262916,0.418994221863255,0.785925431524909,1.15402407639859,-1.18708694897767,0.762341428047432,0.97081676891159,-0.0280851893504464,-0.197487998417229,-0.666568990442189,-0.131124169621767,-1.36218699494075,0.279585545970324,0.995649231010605,-0.0861414150815201,-0.0175770118041754,18.0,0,demo_user_226,demo_device_026,North,1,96.37636827968427,0.1867677763885436,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,2.8935793e-07,True,0,1.7361475e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
947,718.0,1.27989583199011,0.1517466282412,0.27845022441148,0.518439496388314,-0.320208519927847,-0.725132714261883,0.0046433300915511,-0.128098681515754,0.205189158694703,-0.043945100150858,-0.804190525266181,-0.2405703922823,-0.43452680483918,0.377980843097085,1.16120457470457,0.488394979027243,-0.555962169350484,-0.2754117506669,0.0720230844860762,-0.115174714703267,-0.295171710941534,-0.908854856192579,0.0781845301483249,-0.142482988454056,0.252751224415199,0.127478708756225,-0.0366418191601846,0.0135055819927497,9.48,0,demo_user_251,demo_device_051,North,0,115.97881468028244,0.08173906610559364,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,3.9038346e-07,True,0,2.3423008e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
998,755.0,1.37413406319621,-1.76721036677041,-0.43335216226745,-2.22955241188067,0.331134992201802,3.92477529205726,-2.04994662729592,1.00140256482712,-1.18330955474274,1.27835982181887,-0.648751014613809,-0.785600618465818,0.475230468746871,-0.819495603644115,-0.0444630006393943,-0.151399585373113,0.226627714800609,0.500211785904917,0.268549768491558,-0.0681739722768603,-0.252942328437087,-0.46153361505913,-0.0308896180690697,0.997118513980213,0.384299048747311,-0.187537897605002,0.0688172783801454,0.0380093004263256,82.37,0,demo_user_186,demo_device_186,North,0,36.00707581767191,2.2876059254879464,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,5.5668585e-07,True,0,3.340115e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
1045,791.0,1.0592123206582,0.0311478396181206,0.246140582205531,1.23253309084889,0.0578492577685608,0.357054456928668,0.0406096351189178,0.121939095495379,-0.0036254904415273,0.0137923375746554,0.927694802692604,1.29467318313614,0.193732453287732,0.184263095200179,-0.80253613487834,-0.441177918697489,-0.124917213580404,-0.408731239707821,0.0290807639917655,-0.0557752833758539,-0.040771576549429,0.0002477044279078,-0.158391401046375,-0.275728492493532,0.672241120906412,-0.315802619887588,0.0294629075739255,0.0110254527419448,52.93,0,demo_user_092,demo_device_092,South,2,6.448773762689107,8.207761963404412,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,7.873088e-06,True,20,0.0004723853,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
1053,798.0,-0.806503215957948,1.35751007951209,0.995848577572575,-0.0913267926292279,0.0793911486815188,-1.05631257289401,0.874665440062204,-0.299203838470779,0.357598107844409,0.508961310226992,-0.260948672900886,-0.502295589805252,-0.587590087583837,-0.637736754305253,0.931354269284675,0.246050260114792,-0.117912064575235,-0.0940352146842701,-0.141836272621929,0.349920792339313,-0.295320542602877,-0.51664082808865,0.11149438218442,0.305147595201401,-0.787426110018515,-0.0689825575109073,0.296458532595882,0.176010016897273,7.99,0,demo_user_464,demo_device_064,West,1,304.5677247916053,0.02623390251040883,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,2.3191835e-05,True,0,0.0013915101,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
1105,858.0,-0.81159641846601,0.72422814245238,1.51065117948351,-0.508840883658431,0.471784749641067,-0.843321811097845,0.630595793213024,-0.0632238757985619,-0.266467304523437,-0.587010759649101,-1.0694706848615,-0.626385255357628,-0.73576351199646,0.24725987545419,0.59044621594341,0.610702116266038,-0.773203954187957,-0.158895196954238,-0.38602561661778,-0.157727989163831,-0.196828338407175,-0.766914504273592,-0.120189630540092,-0.155811550879059,-0.146878191504954,-0.0275735840920519,-0.104091882813199,0.122882655740333,1.79,0,demo_user_391,demo_device_191,North,4,45.31375705820936,0.039502352402617895,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,7.7714924e-07,True,0,4.6628953e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
